date;name;Day;Venue;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG;npxG;xA;SCA;GCA;Cmp;PAtt;Cmp%;ProgP;Carries;ProgC;Succ;AttD;Rating;MOTM
02/09/2022;Dejan Kulusevski;Wed;Home;15;0;0;0;0;0;0;0;0;11;6;0;0;0;0;0;0;1;0;6;7;85,7;1;8;2;0;0;6,2;
03/06/2022;Bruno Fernandes;Sun;Away;90;0;0;0;0;1;0;0;0;40;20;0;0;2;0;0;0,3;2;0;21;32;65,6;1;30;2;1;3;5,8;
26/02/2022;Bruno Fernandes;Sat;Home;90;0;0;0;0;8;2;0;0;94;18;1;2;1;1;1;0,6;7;0;65;82;79,3;4;73;11;2;3;7,8;
20/02/2022;Bruno Fernandes;Sun;Away;90;1;1;0;0;3;2;0;0;49;28;2;1;1;0,4;0,4;0;2;1;18;35;51,4;4;27;4;1;3;8,6;
15/02/2022;Bruno Fernandes;Tue;Home;90;1;0;0;0;4;3;1;0;74;18;2;2;1;0,9;0,9;0,5;6;0;45;64;70,3;6;51;7;0;0;8,8;
02/12/2022;Bruno Fernandes;Sat;Home;90;0;0;0;0;0;0;0;0;55;35;2;1;1;0;0;0,1;3;1;33;49;67,3;6;40;5;1;1;7,4;
02/08/2022;Bruno Fernandes;Tue;Away;90;0;0;0;0;4;1;0;0;86;15;2;2;0;0,2;0,2;0,3;9;0;55;72;76,4;8;54;6;0;1;7,7;
22/01/2022;Bruno Fernandes;Sat;Home;90;0;0;0;0;2;0;0;0;67;18;2;2;1;0,1;0,1;0,4;8;0;44;57;77,2;9;59;10;1;1;7,3;
19/01/2022;Bruno Fernandes;Wed;Away;90;0;2;0;0;2;1;0;0;78;7;1;0;3;0,4;0,4;1,1;4;2;50;65;76,9;9;55;6;0;2;8,7;1
15/01/2022;Bruno Fernandes;Sat;Away;88;2;0;0;0;2;2;1;0;70;10;2;4;0;0,2;0,2;0,1;1;0;43;55;78,2;5;48;9;0;0;9;
01/03/2022;Bruno Fernandes;Mon;Home;31;0;0;0;0;2;1;0;0;32;5;0;1;0;0,4;0,4;0,1;1;0;17;24;70,8;2;24;5;0;0;7,3;
27/12/2021;Bruno Fernandes;Mon;Away;90;0;0;0;0;0;0;1;0;82;15;0;1;1;0;0;0,3;4;0;52;75;69,3;10;62;8;2;3;6,9;
12/11/2021;Bruno Fernandes;Sat;Away;87;0;0;0;0;1;0;0;0;70;21;0;2;2;0,1;0,1;0;1;0;37;61;60,7;5;39;7;1;1;7,1;
12/05/2021;Bruno Fernandes;Sun;Home;85;0;0;0;0;3;1;0;0;76;16;1;0;3;0,2;0,2;0,2;7;0;45;62;72,6;4;48;4;0;1;6,7;
12/02/2021;Bruno Fernandes;Thu;Home;89;1;0;0;0;2;1;0;0;54;11;2;1;1;0,5;0,5;0,2;5;1;31;44;70,5;7;38;9;0;1;8,4;
28/11/2021;Bruno Fernandes;Sun;Away;88;0;0;0;0;1;0;1;0;51;27;4;3;0;0;0;0;1;0;27;37;73;1;36;2;1;2;6,8;
20/11/2021;Bruno Fernandes;Sat;Away;90;0;0;0;0;2;0;0;0;73;10;3;1;0;0,2;0,2;0,2;1;0;48;63;76,2;6;48;3;0;0;6,8;
11/06/2021;Bruno Fernandes;Sat;Home;90;0;0;0;0;1;0;0;0;48;30;5;0;0;0,1;0,1;0;1;0;25;36;69,4;2;29;3;0;0;6,7;
30/10/2021;Bruno Fernandes;Sat;Away;75;0;1;0;0;0;0;0;0;58;15;2;2;1;0;0;0,2;3;1;34;48;70,8;6;37;3;1;2;8;
24/10/2021;Bruno Fernandes;Sun;Home;61;0;0;0;0;1;0;1;0;35;6;1;1;0;0,4;0,4;0,1;3;0;25;32;78,1;5;26;2;2;2;7,2;
16/10/2021;Bruno Fernandes;Sat;Away;90;0;1;0;0;2;0;0;0;66;20;2;2;0;0;0;0,8;11;1;41;54;75,9;5;39;8;0;0;8,2;
10/02/2021;Bruno Fernandes;Sat;Home;90;0;1;0;0;1;0;0;0;96;19;2;1;1;0;0;0,2;4;1;66;88;75;10;54;6;0;2;7,5;
25/09/2021;Bruno Fernandes;Sat;Home;90;0;0;0;1;5;0;0;0;66;15;3;1;0;1;0,3;0,6;12;0;36;52;69,2;3;34;8;2;2;7,9;
19/09/2021;Bruno Fernandes;Sun;Away;90;0;0;0;0;3;2;0;0;87;20;0;1;0;0,1;0,1;0,8;7;0;56;78;71,8;9;55;8;1;3;7,2;
09/11/2021;Bruno Fernandes;Sat;Home;84;1;0;0;0;5;1;0;0;70;11;2;0;1;0,2;0,2;0,1;2;0;47;57;82,5;4;51;10;0;0;8,4;
29/08/2021;Bruno Fernandes;Sun;Away;90;0;0;0;0;3;0;1;0;57;16;1;0;0;0,2;0,2;0,1;2;0;33;46;71,7;4;32;6;0;0;6,9;
22/08/2021;Bruno Fernandes;Sun;Away;90;0;0;0;0;2;1;1;0;64;20;0;0;1;0,1;0,1;0,4;5;1;39;53;73,6;8;35;4;0;1;6,5;
14/08/2021;Bruno Fernandes;Sat;Home;90;3;0;0;0;4;3;0;0;41;21;0;0;2;0,6;0,6;0,1;4;0;22;30;73,3;3;28;4;0;1;9,6;1
03/06/2022;Jesse Lingard;Sun;Away;27;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;2;2;100;1;2;0;0;0;6;
20/02/2022;Jesse Lingard;Sun;Away;66;0;0;0;0;0;0;0;0;28;24;3;0;0;0;0;0,1;1;0;16;22;72,7;1;20;3;0;3;6,6;
02/12/2022;Jesse Lingard;Sat;Home;9;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;1;0;5;5;100;0;3;0;0;0;0;
02/08/2022;Jesse Lingard;Tue;Away;11;0;0;0;0;1;0;0;0;11;4;1;0;0;0;0;0;1;0;6;9;66,7;0;5;0;0;0;6,3;
15/01/2022;Jesse Lingard;Sat;Away;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;
12/02/2021;Jesse Lingard;Thu;Home;12;0;0;0;0;1;1;0;0;3;6;0;0;0;0;0;0;0;0;1;1;100;0;2;1;0;0;6;
28/11/2021;Jesse Lingard;Sun;Away;14;0;0;0;0;0;0;0;0;5;7;0;0;1;0;0;0;0;0;1;1;100;1;3;0;0;1;5,9;
20/11/2021;Jesse Lingard;Sat;Away;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2;50;0;1;0;0;0;0;
30/10/2021;Jesse Lingard;Sat;Away;9;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;3;3;100;0;3;1;0;0;0;
16/10/2021;Jesse Lingard;Sat;Away;11;0;0;0;0;1;1;0;0;13;5;2;1;0;0;0;0,1;2;0;8;8;100;2;5;1;0;0;6,7;
19/09/2021;Jesse Lingard;Sun;Away;18;1;0;0;0;1;1;0;0;16;5;0;0;0;0,1;0,1;0;1;0;13;15;86,7;1;14;2;0;0;7,5;
09/11/2021;Jesse Lingard;Sat;Home;25;1;0;0;0;1;1;0;0;13;4;0;1;0;0,1;0,1;0;0;0;8;10;80;0;12;0;1;1;7,4;
22/08/2021;Jesse Lingard;Sun;Away;5;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;6;6;100;0;4;1;0;0;0;
03/12/2022;Marcus Rashford;Sat;Home;67;0;0;0;0;0;0;0;0;25;18;1;3;0;0;0;0;1;0;14;20;70;1;16;3;0;0;6,4;
03/06/2022;Marcus Rashford;Sun;Away;27;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;3;6;50;0;4;1;0;1;6,1;
26/02/2022;Marcus Rashford;Sat;Home;17;0;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0;7;9;77,8;0;7;0;0;0;5,9;
15/02/2022;Marcus Rashford;Tue;Home;12;0;0;0;0;0;0;0;0;16;4;0;0;0;0;0;0,1;1;0;10;14;71,4;1;11;3;0;0;6,4;
02/12/2022;Marcus Rashford;Sat;Home;81;0;1;0;0;1;0;1;0;35;22;0;0;0;0;0;0,5;1;1;13;25;52;1;26;6;1;3;7;
02/08/2022;Marcus Rashford;Tue;Away;84;0;0;0;0;3;2;0;0;38;19;2;1;1;0,1;0,1;0,2;5;1;14;20;70;3;28;5;3;7;6;
22/01/2022;Marcus Rashford;Sat;Home;29;1;0;0;0;2;1;0;0;13;2;0;0;1;0,9;0,9;0;1;0;7;8;87,5;0;9;1;0;1;7,2;
19/01/2022;Marcus Rashford;Wed;Away;20;1;0;0;0;1;1;0;0;10;3;0;1;1;0,1;0,1;0;0;0;2;3;66,7;0;6;0;0;2;7,4;
01/03/2022;Marcus Rashford;Mon;Home;15;0;0;0;0;0;0;0;0;11;3;1;1;0;0;0;0;0;0;3;9;33,3;0;5;0;1;1;6,6;
27/12/2021;Marcus Rashford;Mon;Away;90;0;0;0;0;2;1;0;0;59;16;2;0;0;0,1;0,1;0;6;0;34;47;72,3;7;42;4;3;7;7,4;
12/11/2021;Marcus Rashford;Sat;Away;90;0;0;0;0;3;0;0;0;47;18;0;1;0;0,1;0,1;0,7;3;0;23;31;74,2;3;34;6;4;6;7;
12/05/2021;Marcus Rashford;Sun;Home;75;0;0;0;0;0;0;0;0;30;10;0;0;0;0;0;0,2;5;0;21;23;91,3;1;17;2;1;4;6,9;
12/02/2021;Marcus Rashford;Thu;Home;78;0;1;0;0;1;1;0;0;34;8;0;0;2;0;0;0,3;3;1;22;27;81,5;1;21;5;0;1;7,9;
28/11/2021;Marcus Rashford;Sun;Away;76;0;0;0;0;0;0;1;0;27;11;0;1;1;0;0;0;0;0;15;20;75;1;17;3;1;1;6,6;
20/11/2021;Marcus Rashford;Sat;Away;45;0;0;0;0;1;1;0;0;28;2;0;0;1;0,2;0,2;0;0;0;11;24;45,8;1;20;2;2;4;6,3;
11/06/2021;Marcus Rashford;Sat;Home;24;0;0;0;0;0;0;0;0;8;13;0;0;0;0;0;0;0;0;4;7;57,1;0;4;0;0;1;6,1;
30/10/2021;Marcus Rashford;Sat;Away;20;1;0;0;0;1;1;0;0;13;7;0;0;0;0,4;0,4;0;0;0;5;8;62,5;0;10;0;0;0;7;
24/10/2021;Marcus Rashford;Sun;Home;61;0;0;0;0;3;1;0;0;30;8;0;0;1;0,2;0,2;0;2;0;13;21;61,9;2;26;5;2;4;6,2;
16/10/2021;Marcus Rashford;Sat;Away;26;1;0;0;0;1;1;0;0;13;0;0;0;0;0,2;0,2;0;0;0;6;11;54,5;0;11;6;0;0;7,2;
03/12/2022;Jadon Sancho;Sat;Home;90;0;1;0;0;1;1;0;0;47;8;0;2;0;0;0;0,8;5;1;38;41;92,7;3;43;13;1;2;8,3;
03/06/2022;Jadon Sancho;Sun;Away;90;1;0;0;0;2;1;0;0;33;9;1;1;1;0,2;0,2;0;2;1;19;23;82,6;1;24;3;2;3;7,6;
26/02/2022;Jadon Sancho;Sat;Home;29;0;0;0;0;1;0;0;0;22;9;1;0;1;0;0;0;1;0;15;18;83,3;3;19;6;1;2;6,5;
20/02/2022;Jadon Sancho;Sun;Away;90;0;2;0;0;3;1;0;0;53;8;1;1;1;0,2;0,2;0,7;5;2;30;38;78,9;3;45;9;3;9;8,9;1
15/02/2022;Jadon Sancho;Tue;Home;79;0;0;0;0;1;1;0;0;35;16;1;0;0;0,2;0,2;0;3;0;18;29;62,1;1;34;6;5;8;7,6;
02/12/2022;Jadon Sancho;Sat;Home;90;1;0;0;0;2;2;0;0;42;14;0;2;1;0,8;0,8;0,5;2;0;24;31;77,4;4;35;6;1;3;7,9;
02/08/2022;Jadon Sancho;Tue;Away;90;0;0;0;0;3;0;0;0;76;4;0;2;4;0,2;0,2;0,1;7;0;54;63;85,7;5;56;19;5;6;7,1;
15/01/2022;Jadon Sancho;Sat;Away;13;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0,1;1;0;5;6;83,3;1;9;0;1;1;6;
01/03/2022;Jadon Sancho;Mon;Home;75;0;0;0;0;2;0;0;0;53;13;1;1;0;0,1;0,1;0;2;0;31;43;72,1;1;34;7;1;2;6,4;
30/12/2021;Jadon Sancho;Thu;Home;90;0;0;0;0;1;0;0;0;59;15;2;0;1;0,1;0,1;0;3;0;45;49;91,8;3;44;10;2;5;6,7;
27/12/2021;Jadon Sancho;Mon;Away;45;0;0;0;0;0;0;0;0;38;10;1;0;1;0;0;0,4;2;0;22;30;73,3;2;27;4;3;4;6,9;
12/11/2021;Jadon Sancho;Sat;Away;66;0;0;0;0;0;0;0;0;47;13;0;0;0;0;0;0,1;3;0;37;42;88,1;7;32;9;1;1;7;
12/05/2021;Jadon Sancho;Sun;Home;61;0;0;0;0;1;0;0;0;48;9;0;0;0;0;0;0,1;4;0;32;40;80;1;39;9;1;2;6,9;
12/02/2021;Jadon Sancho;Thu;Home;90;0;0;0;0;0;0;0;0;53;16;3;1;2;0;0;0,3;3;1;34;40;85;2;37;9;0;1;7,1;
28/11/2021;Jadon Sancho;Sun;Away;63;1;0;0;0;1;1;0;0;29;17;0;0;0;0,6;0,6;0;2;1;17;22;77,3;2;21;2;1;1;7,5;1
20/11/2021;Jadon Sancho;Sat;Away;89;0;0;0;0;0;0;0;0;52;6;0;2;0;0;0;0,1;5;1;36;44;81,8;3;46;7;2;4;6,7;
11/06/2021;Jadon Sancho;Sat;Home;45;0;0;0;0;0;0;0;0;22;19;0;0;2;0;0;0;0;0;15;18;83,3;0;18;2;2;3;6,7;
16/10/2021;Jadon Sancho;Sat;Away;64;0;0;0;0;0;0;0;0;36;16;0;2;1;0;0;0,2;4;0;29;32;90,6;2;26;7;0;0;7,2;
10/02/2021;Jadon Sancho;Sat;Home;34;0;0;0;0;1;1;0;0;30;5;0;1;1;0,1;0,1;0,1;4;0;19;22;86,4;2;28;6;2;5;7,2;
19/09/2021;Jadon Sancho;Sun;Away;18;0;0;0;0;0;0;0;0;22;3;1;0;0;0;0;0;0;0;17;21;81;1;15;3;0;0;6,1;
09/11/2021;Jadon Sancho;Sat;Home;65;0;0;0;0;2;0;0;0;49;5;0;0;2;0,3;0,3;0,1;6;0;35;41;85,4;2;41;14;0;1;6,6;
29/08/2021;Jadon Sancho;Sun;Away;71;0;0;0;0;0;0;0;0;40;9;1;0;0;0;0;0;0;0;32;37;86,5;3;27;6;1;1;6,1;
22/08/2021;Jadon Sancho;Sun;Away;32;0;0;0;0;0;0;0;0;22;7;0;0;0;0;0;0,1;4;0;19;21;90,5;2;16;4;1;1;6,7;
14/08/2021;Jadon Sancho;Sat;Home;16;0;0;0;0;0;0;0;0;14;3;0;0;0;0;0;0;0;0;9;13;69,2;0;12;1;1;2;6,2;
03/12/2022;Anthony Elanga;Sat;Home;23;0;0;0;0;0;0;0;0;10;4;0;2;0;0;0;0;0;0;6;6;100;0;7;0;0;0;6,4;
03/06/2022;Anthony Elanga;Sun;Away;63;0;0;0;0;0;0;0;0;37;21;3;2;1;0;0;0;0;0;23;26;88,5;3;33;3;0;4;6,6;
26/02/2022;Anthony Elanga;Sat;Home;90;0;0;0;0;3;0;0;0;61;21;2;1;1;0,8;0,8;0,4;1;0;35;45;77,8;3;46;13;3;6;7,2;
20/02/2022;Anthony Elanga;Sun;Away;24;1;0;0;0;2;2;0;0;15;11;1;0;0;0,7;0,7;0;0;0;8;11;72,7;0;9;1;0;1;7,4;
15/02/2022;Anthony Elanga;Tue;Home;78;0;0;0;0;1;0;0;0;36;14;2;2;1;0;0;0;3;0;20;23;87;1;31;0;1;2;7,1;
02/12/2022;Anthony Elanga;Sat;Home;16;0;0;0;0;0;0;0;0;9;5;0;0;0;0;0;0;0;0;6;8;75;1;5;1;0;0;6;
02/08/2022;Anthony Elanga;Tue;Away;6;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0,1;1;0;4;4;100;0;4;1;0;1;0;
22/01/2022;Anthony Elanga;Sat;Home;61;0;0;0;0;2;0;0;0;34;17;2;1;3;0,1;0,1;0;1;0;19;24;79,2;0;24;2;1;2;6,8;
19/01/2022;Anthony Elanga;Wed;Away;90;1;0;0;0;1;1;0;0;47;12;0;0;1;0,3;0,3;0;2;0;27;36;75;1;33;3;2;5;7,8;
15/01/2022;Anthony Elanga;Sat;Away;77;0;0;0;0;4;1;0;0;38;15;1;1;2;0,4;0,4;0;0;0;21;23;91,3;2;27;4;2;5;7;
01/03/2022;Anthony Elanga;Mon;Home;7;0;0;0;0;0;0;0;0;8;2;2;0;0;0;0;0;0;0;3;5;60;0;3;0;0;0;0;
12/05/2021;Anthony Elanga;Sun;Home;15;0;0;0;0;0;0;0;0;10;8;0;1;1;0;0;0;0;0;5;6;83,3;0;3;1;0;0;6,5;
22/01/2022;Mason Greenwood;Sat;Home;81;0;0;0;0;2;0;0;0;40;9;1;0;1;0,1;0,1;0;1;0;28;32;87,5;5;41;7;4;5;7,1;
19/01/2022;Mason Greenwood;Wed;Away;70;1;0;0;0;2;1;0;0;46;7;1;0;0;0,8;0,8;0;0;0;27;34;79,4;1;39;6;1;5;8,2;
15/01/2022;Mason Greenwood;Sat;Away;88;0;0;0;0;5;2;0;0;38;9;1;0;0;0,4;0,4;0;2;0;24;27;88,9;1;33;7;1;1;7,1;
01/03/2022;Mason Greenwood;Mon;Home;59;0;0;0;0;1;0;0;0;31;9;1;0;0;0;0;0,1;2;0;17;23;73,9;0;33;7;6;8;6,7;
30/12/2021;Mason Greenwood;Thu;Home;80;0;0;0;0;4;2;0;0;53;5;1;0;0;0,3;0,3;0,2;6;1;32;42;76,2;0;39;9;2;2;7,6;
27/12/2021;Mason Greenwood;Mon;Away;45;0;0;0;0;2;1;0;0;19;11;1;0;0;0,2;0,2;0;0;0;10;14;71,4;0;15;0;0;0;6,5;
12/11/2021;Mason Greenwood;Sat;Away;24;0;0;0;0;0;0;0;0;9;5;0;0;0;0;0;0;1;0;6;6;100;1;8;1;0;3;6;
12/05/2021;Mason Greenwood;Sun;Home;29;0;1;0;0;1;0;0;0;20;11;3;0;0;0,1;0,1;0,1;2;1;12;15;80;1;13;3;0;1;7,4;
11/06/2021;Mason Greenwood;Sat;Home;66;0;0;0;0;2;0;0;0;27;13;1;0;0;0,5;0,5;0;0;0;14;17;82,4;0;18;3;0;3;6,2;
24/10/2021;Mason Greenwood;Sun;Home;45;0;0;0;0;1;1;0;0;18;0;0;1;0;0;0;0,5;2;0;11;16;68,8;3;14;3;0;0;6,4;
16/10/2021;Mason Greenwood;Sat;Away;79;1;0;0;0;5;2;0;0;35;10;0;0;0;0,3;0,3;0;2;1;23;28;82,1;2;30;9;1;2;7,4;
10/02/2021;Mason Greenwood;Sat;Home;90;0;0;0;0;2;2;1;0;69;10;0;0;1;0;0;0;2;1;44;59;74,6;9;56;7;1;3;7,3;
25/09/2021;Mason Greenwood;Sat;Home;90;0;0;0;0;8;2;0;0;38;6;0;0;0;0,6;0,6;0,2;5;0;21;26;80,8;2;35;9;4;4;7,5;
19/09/2021;Mason Greenwood;Sun;Away;72;0;0;0;0;0;0;0;0;47;8;0;1;0;0;0;0;3;0;35;41;85,4;4;33;9;1;1;7,4;
09/11/2021;Mason Greenwood;Sat;Home;84;0;0;0;0;2;1;0;0;45;12;1;1;1;0,1;0,1;0,1;7;2;29;36;80,6;1;39;11;1;3;7,1;
29/08/2021;Mason Greenwood;Sun;Away;89;1;0;0;0;3;1;0;0;42;4;0;0;0;0,3;0,3;0,2;2;0;24;32;75;1;33;7;3;4;7,9;1
22/08/2021;Mason Greenwood;Sun;Away;90;1;0;0;0;5;1;0;0;43;9;3;0;1;0,4;0,4;0;2;0;19;29;65,5;2;20;3;0;0;7,9;1
14/08/2021;Mason Greenwood;Sat;Home;90;1;0;0;0;3;2;0;0;42;16;2;1;1;0,1;0,1;0,2;5;1;21;27;77,8;3;33;6;4;5;8,1;
03/12/2022;Cristiano Ronaldo;Sat;Home;82;3;0;0;0;9;5;0;0;56;4;0;0;0;1;1;0;3;0;41;42;97,6;0;42;6;0;0;9,7;1
26/02/2022;Cristiano Ronaldo;Sat;Home;90;0;0;0;0;4;1;0;0;33;9;0;0;1;0,7;0,7;0,2;5;0;18;19;94,7;2;25;1;3;4;6,9;
20/02/2022;Cristiano Ronaldo;Sun;Away;84;0;0;0;0;2;1;1;0;26;4;0;0;0;0,9;0,9;0,1;3;0;18;21;85,7;2;16;2;0;1;7;
15/02/2022;Cristiano Ronaldo;Tue;Home;90;1;0;0;0;5;2;0;0;36;6;1;1;1;0,6;0,6;0,8;5;1;21;26;80,8;2;24;4;2;2;8,3;1
02/12/2022;Cristiano Ronaldo;Sat;Home;90;0;0;0;0;2;1;0;0;28;16;1;0;3;0,6;0,6;0;2;0;10;13;76,9;0;14;1;2;4;6,8;
02/08/2022;Cristiano Ronaldo;Tue;Away;23;0;0;0;0;3;0;0;0;9;1;0;0;0;0,3;0,3;0;1;0;5;6;83,3;1;4;1;0;0;6,1;
22/01/2022;Cristiano Ronaldo;Sat;Home;90;0;0;0;0;3;1;0;0;48;6;0;0;0;0,2;0,2;0,1;6;0;32;39;82,1;2;37;11;0;0;7;
19/01/2022;Cristiano Ronaldo;Wed;Away;70;0;0;0;0;3;0;0;0;34;6;2;0;0;0,1;0,1;0;1;1;19;26;73,1;4;26;5;0;0;7;
01/03/2022;Cristiano Ronaldo;Mon;Home;90;0;0;0;0;2;1;0;0;49;10;1;0;0;0,1;0,1;0,1;1;0;29;39;74,4;3;22;5;0;0;6,3;
30/12/2021;Cristiano Ronaldo;Thu;Home;89;1;1;0;0;7;1;0;0;46;4;1;0;0;1,4;1,4;0,1;3;1;24;36;66,7;3;25;8;0;1;8,6;1
27/12/2021;Cristiano Ronaldo;Mon;Away;90;0;0;0;0;2;0;1;0;36;7;0;0;0;0,1;0,1;0;0;0;23;30;76,7;1;19;1;1;1;6,6;
12/11/2021;Cristiano Ronaldo;Sat;Away;90;1;0;1;1;2;1;0;0;49;10;1;0;0;1,6;0,8;0;2;1;26;36;72,2;1;23;2;0;1;8,2;1
12/05/2021;Cristiano Ronaldo;Sun;Home;90;0;0;0;0;5;1;0;0;50;11;0;0;0;0,3;0,3;0,1;2;0;27;36;75;1;18;2;1;1;7,4;
12/02/2021;Cristiano Ronaldo;Thu;Home;87;2;0;1;1;5;3;0;0;33;5;0;0;0;1,2;0,5;0;5;0;19;25;76;2;23;4;3;3;9,1;1
28/11/2021;Cristiano Ronaldo;Sun;Away;27;0;0;0;0;0;0;1;0;8;3;0;0;0;0;0;0;0;0;6;6;100;0;5;0;0;1;5,8;
20/11/2021;Cristiano Ronaldo;Sat;Away;90;0;1;0;0;4;1;0;0;33;2;0;0;0;0,6;0,6;0,8;3;1;20;23;87;1;26;6;1;4;7,4;
11/06/2021;Cristiano Ronaldo;Sat;Home;90;0;0;0;0;1;1;1;0;29;10;0;0;0;0,1;0,1;0;2;0;17;20;85;0;15;4;0;1;5,9;
30/10/2021;Cristiano Ronaldo;Sat;Away;70;1;1;0;0;2;1;0;0;36;4;0;0;1;0,1;0,1;0,4;3;2;24;29;82,8;2;22;3;1;2;8,6;1
24/10/2021;Cristiano Ronaldo;Sun;Home;90;0;0;0;0;4;1;1;0;38;8;0;1;1;0,3;0,3;0;1;0;24;29;82,8;2;21;5;0;0;6,3;
16/10/2021;Cristiano Ronaldo;Sat;Away;90;0;0;0;0;3;1;0;0;39;8;0;0;0;0,4;0,4;0;2;0;27;31;87,1;2;25;7;1;1;6,5;
10/02/2021;Cristiano Ronaldo;Sat;Home;34;0;0;0;0;1;0;0;0;17;1;0;0;0;0,1;0,1;0,1;2;0;12;14;85,7;2;11;4;0;0;6,5;
25/09/2021;Cristiano Ronaldo;Sat;Home;90;0;0;0;0;4;0;0;0;35;4;0;0;1;0,1;0,1;0;5;0;18;26;69,2;1;17;7;1;1;6,4;
19/09/2021;Cristiano Ronaldo;Sun;Away;90;1;0;0;0;7;5;0;0;45;2;0;0;0;1,3;1,3;0;2;1;25;29;86,2;2;31;5;0;3;8;1
09/11/2021;Cristiano Ronaldo;Sat;Home;90;2;0;0;0;6;2;0;0;65;2;0;1;1;1,3;1,3;0;2;0;43;48;89,6;4;49;7;0;0;8,9;1
03/12/2022;Edinson Cavani;Sat;Home;11;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;3;6;50;0;5;0;0;1;6;
02/08/2022;Edinson Cavani;Tue;Away;67;0;0;0;0;2;1;0;0;27;5;0;1;1;0,7;0,7;0;0;0;16;20;80;0;8;1;0;0;6,4;
22/01/2022;Edinson Cavani;Sat;Home;9;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0,8;1;1;5;5;100;0;4;0;0;0;0;
15/01/2022;Edinson Cavani;Sat;Away;90;0;0;0;0;0;0;0;0;33;11;1;0;1;0;0;0,1;1;0;20;26;76,9;0;22;0;0;0;6,3;
01/03/2022;Edinson Cavani;Mon;Home;90;0;0;0;0;1;0;0;0;38;16;1;0;1;0,1;0,1;0;0;0;25;33;75,8;1;22;1;2;2;6,4;
30/12/2021;Edinson Cavani;Thu;Home;90;0;0;0;0;1;0;0;0;24;7;0;0;0;0,1;0,1;0,2;1;0;17;19;89,5;1;13;1;1;1;7,2;
27/12/2021;Edinson Cavani;Mon;Away;45;1;0;0;0;5;1;0;0;21;6;0;0;0;0,8;0,8;0;1;1;9;11;81,8;1;9;0;1;1;7,5;
30/10/2021;Edinson Cavani;Sat;Away;81;1;0;0;0;4;1;0;0;33;21;1;1;2;0,7;0,7;0;0;0;17;24;70,8;2;18;1;0;0;7,6;
24/10/2021;Edinson Cavani;Sun;Home;29;0;0;0;0;1;0;0;0;9;2;1;3;0;0,6;0,6;0;0;0;4;4;100;0;3;0;0;0;6,3;
10/02/2021;Edinson Cavani;Sat;Home;56;0;0;0;0;1;1;0;0;30;7;0;2;2;0,1;0,1;0;1;0;17;23;73,9;0;17;0;0;0;6,3;
25/09/2021;Edinson Cavani;Sat;Home;9;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;1;0;2;3;66,7;0;3;0;0;0;0;
29/08/2021;Edinson Cavani;Sun;Away;38;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;7;7;100;0;3;0;0;0;6,4;
20/03/2022;Pablo Fornals;Sun;Away;35;0;0;0;0;0;0;0;0;42;13;1;2;1;0;0;0,1;1;0;30;35;85,7;2;38;1;2;2;6,6;
13/03/2022;Pablo Fornals;Sun;Home;90;1;0;0;0;2;1;0;0;53;25;0;1;1;0,4;0,4;0,1;2;0;30;42;71,4;5;37;9;0;4;7,6;
03/05/2022;Pablo Fornals;Sat;Away;89;0;0;0;0;3;1;0;0;48;8;0;2;3;0,4;0,4;0;4;0;24;37;64,9;6;25;4;1;1;7,1;
27/02/2022;Pablo Fornals;Sun;Home;89;0;0;0;0;1;0;0;0;71;19;4;2;2;0;0;0,5;6;0;45;58;77,6;8;55;5;3;3;8,1;
19/02/2022;Pablo Fornals;Sat;Home;90;0;0;0;0;2;0;1;0;52;28;2;0;1;0,1;0,1;0;0;0;31;42;73,8;7;29;8;0;0;6,5;
13/02/2022;Pablo Fornals;Sun;Away;78;0;0;0;0;0;0;0;0;54;24;1;2;2;0;0;0,2;3;0;29;39;74,4;6;35;3;1;3;7;
02/08/2022;Pablo Fornals;Tue;Home;90;0;0;0;0;0;0;0;0;62;16;3;3;0;0;0;0;0;0;44;53;83;3;36;6;1;2;7,5;
22/01/2022;Pablo Fornals;Sat;Away;90;0;0;0;0;2;0;0;0;42;15;0;2;0;0;0;0;0;0;29;35;82,9;2;31;2;0;1;6,6;
16/01/2022;Pablo Fornals;Sun;Home;68;1;0;0;0;2;1;0;0;34;20;1;2;1;0,2;0,2;0,2;4;0;20;28;71,4;4;29;8;4;4;8,1;
